name,vintage-name,origin,description,year,bottle-shot,abv,acidity,ph,sugar,currency,price
Estate Blend,Paso Robles Willow Creek District,"California, United States","Our Estate Blend provides a snapshot of Epoch vineyards and our specific winemaking practices within every vintage. Though Syrah consistently takes the lead, the exact blend of varieties varies from vintage to vintage. Grenache, Mourvèdre, and Tempranillo regularly play key roles in this wine with occasional cameos from Zinfandel and other varieties. It is totally Epoch!",2017,https://cellar.db.wine/attachments/558e5c06-8225-438a-90bf-1c596f96590f/2982c510a801d0e811d1a34240757f384bc51ada02823c8b0aee3b7dbfa4de20.png,15.5,5.7,3.71,,USD,60
Estate Blend,Paso Robles Willow Creek District,"California, United States","Our Estate Blend provides a snapshot of Epoch vineyards and our specific winemaking practices within every vintage. Though Syrah consistently takes the lead, the exact blend of varieties varies from vintage to vintage. Grenache, Mourvèdre, and Tempranillo regularly play key roles in this wine with occasional cameos from Zinfandel and other varieties. It is totally Epoch!",2016,https://cellar.db.wine/attachments/88b7e41a-6a0e-4359-9aa5-a3e2ecc7c89d/b60807ef116ad07273934d6fa2b3d04a0fdf57cde2e71a498f4c931c6b938247.png,15.6,5.8,3.83,,USD,
Estate Blend,Paso Robles Willow Creek District,"California, United States","Our Estate Blend provides a snapshot of Epoch vineyards and our specific winemaking practices within every vintage. Though Syrah consistently takes the lead, the exact blend of varieties varies from vintage to vintage. Grenache, Mourvèdre, and Tempranillo regularly play key roles in this wine with occasional cameos from Zinfandel and other varieties. It is totally Epoch!",2015,https://cellar.db.wine/attachments/c0deaa0e-ea41-4d7d-9d6d-a01ee7aa28b5/ef56181cdd811d28fdfdb5199b25311a815329c6efada5951fedc8a46e2af9e6.png,15.1,5.8,3.84,,USD,60
Estate Blend,Paso Robles Willow Creek District,"California, United States","Our Estate Blend provides a snapshot of Epoch vineyards and our specific winemaking practices within every vintage. Though Syrah consistently takes the lead, the exact blend of varieties varies from vintage to vintage. Grenache, Mourvèdre, and Tempranillo regularly play key roles in this wine with occasional cameos from Zinfandel and other varieties. It is totally Epoch!",2014,https://cellar.db.wine/attachments/5d22ebe9-6927-4c3b-9a59-c8e65da4a9f0/2e67774aca5bab0eab68f7bb8aff384948096a30df8bf2915d5774b7c9344c00.png,15.6,6,3.68,,USD,
Estate Blend,Paso Robles Willow Creek District,"California, United States","Our Estate Blend provides a snapshot of Epoch vineyards and our specific winemaking practices within every vintage. Though Syrah consistently takes the lead, the exact blend of varieties varies from vintage to vintage. Grenache, Mourvèdre, and Tempranillo regularly play key roles in this wine with occasional cameos from Zinfandel and other varieties. It is totally Epoch!",2013,https://cellar.db.wine/attachments/6bdd4fc8-4cc1-42f0-889d-d498b9dbd7dd/f67b93f67e191d8d960621a9c313f15e4292743d47001c949c4bd08af63a4ac7.png,15.7,5.8,3.69,,USD,
York Mountain Syrah,York Mountain,"California, United States","The York Family, Paso wine pioneers and owners of this historic property for more than eighty years, planted vines on this land in 1882, making it one of the first vineyards on the central coast.",2018,,14.9,5.7,3.73,,USD,
Creativity,Templeton Gap District,"California, United States","Embracing the creative nuances that our vineyards give us from vintage to vintage, this wine truly embraces its label and lives outside the box. As a true winemaker’s choice, there is no plan for what Creativity will become from year to year.",2019,https://cellar.db.wine/attachments/e784bb68-4f57-416c-8da8-1a9c2c8a7910/30f19663819281d0950dd775d0505755494e7e03404691522b9383d305f0a825.png,15.3,5.1,4.01,,USD,
Creativity,Paso Robles Willow Creek District,"California, United States","Embracing the creative nuances that our vineyards give us from vintage to vintage, this wine truly embraces its label and lives outside the box. As a true winemaker’s choice, there is no plan for what Creativity will become from year to year.",2018,https://cellar.db.wine/attachments/fdfa5983-7928-4433-825d-65da97a37295/152d73c2c974ccd18c7aa96a01ada7991c3e339f8b0f2f72fff31b71e7fa1731.png,15.1,6,3.51,,USD,
Creativity,Paso Robles Willow Creek District,"California, United States","Embracing the creative nuances that our vineyards give us from vintage to vintage, this wine truly embraces its label and lives outside the box. As a true winemaker’s choice, there is no plan for what Creativity will become from year to year.",2017,https://cellar.db.wine/attachments/27aaa1e9-5ea3-4c14-a434-83bedca82199/331cd1b2f6fa621570ef042ebbe1dc0553781eeb0a3e354a71a4a52983f78abe.png,15.8,6.1,3.69,,USD,
Creativity,Paso Robles Willow Creek District,"California, United States","Embracing the creative nuances that our vineyards give us from vintage to vintage, this wine truly embraces its label and lives outside the box. As a true winemaker’s choice, there is no plan for what Creativity will become from year to year.",2015,https://cellar.db.wine/attachments/baba5951-143f-4556-82a9-5d3770a8824d/b6257b4d511840b7273df81e871f1d90d76d8d70739ef5e484f13f5eca2e62e1.jpeg,15.3,5.8,3.95,,USD,
Creativity,Paso Robles Willow Creek District,"California, United States","Embracing the creative nuances that our vineyards give us from vintage to vintage, this wine truly embraces its label and lives outside the box. As a true winemaker’s choice, there is no plan for what Creativity will become from year to year.",2014,https://cellar.db.wine/attachments/87b65b01-65f9-41c7-9787-97ce21d0beb8/a67c68e420e6802d9c8011cb0274bee9abf85d1becd7421668b4ac92107f5180.jpeg,15.9,6,3.6,,USD,
Creativity,Paso Robles Willow Creek District,"California, United States","Embracing the creative nuances that our vineyards give us from vintage to vintage, this wine truly embraces its label and lives outside the box. As a true winemaker’s choice, there is no plan for what Creativity will become from year to year.",2013,https://cellar.db.wine/attachments/0dcb1c73-de76-4d1c-ac95-f5270fa0ee10/c8649c01f85ad6c286c3b7e0d591f626a628b97636809bdff8737759a398a53d.jpeg,15.8,5.3,3.92,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2019,https://cellar.db.wine/attachments/5066e2a2-bcda-499f-98d6-9fe986f9426f/43159e719ddaa6f944cb539c604d13bd8e727cfba673575ffda9e2e0223ff53f.png,15.1,5,3.81,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2018,https://cellar.db.wine/attachments/b3eb773d-cc50-450d-b960-a509b4113c4c/de3a45a551d091b5c3a89643ba9034228809b41bba7c1563a3f40e0e1ea03225.png,15,,,,USD,70
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2017,https://cellar.db.wine/attachments/e07225cd-4a37-4ec1-b3e9-4308ff8af2b3/91f224bd5845781a1678156962f765763cb2712e5d0461026957ea600df2e712.png,15.4,5.6,3.7,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2016,https://cellar.db.wine/attachments/12d74ced-7685-4237-a94d-dc31ab75d38d/6db51fbc9b59188399844e580c4155748e0eb53016ec7590455bf0d361a13a3a.png,15.5,5.9,3.68,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2015,https://cellar.db.wine/attachments/7ab0a4df-cd51-43ea-8fa2-3fa64cae1eb6/0e646bb230e13500ca1870736b2b636a664b314ff146403f6295504c963a9248.png,15.4,5.5,3.7,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2014,https://cellar.db.wine/attachments/e94d7dc0-80d3-40df-8c41-64edcc6dd4a7/c3bdf6e4e35107c0b6b1b9d373c02db8aea6fdcf657d28d3f399afd6457766fb.png,15.4,5.9,3.52,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2013,https://cellar.db.wine/attachments/9cc9615d-553e-4406-8fb2-64b033c896a9/fd3d444a8cfe6ea7a85565b0f6251fc030ac709a66ce424b01724f9975987489.png,15.6,5.7,3.63,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2012,https://cellar.db.wine/attachments/e01f85ec-c16e-464b-a8ca-7b5aa4188800/e2510a3c5b984851c25347f77bc62404421264750f524a1c848d1bfe799e10d2.png,15.7,,,,USD,
Veracity,Paso Robles Willow Creek District,"California, United States","Our nod to Châteauneuf-du-Pape, this Grenache-based blend embraces its status as a GSM (Grenache, Syrah, Mourvèdre) with elegance, panache, and a consistent sunny-ness that reminds Owner, Bill Armstrong, of the wines from the Southern Rhone – wines that inspired him to start this crazy Epoch journey in the first place.",2011,https://cellar.db.wine/attachments/2ce8c931-8c20-49a2-b048-13c47abff207/d4c1d828191aebd0b5d4a5c71a36d00a41c6bdb6136816f57719899843b9b508.png,15.9,,,,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2019,https://cellar.db.wine/attachments/27c9fa32-4e54-40cf-aa30-c24097ebbd4d/37f5a5d4afa0393afa292d27b9441475822ad128d3888ea9e2eebc50dc751576.png,15.1,5,4.03,0,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2018,https://cellar.db.wine/attachments/b615ac08-2b57-4918-9d90-0bb427f7b2c6/1305ce1aadfb21ed19d67c21eb8fdeb11bb1b041815f762e927a15fd7f88b4b8.png,15.3,5.1,3.91,,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2017,https://cellar.db.wine/attachments/71d380ab-5cee-4c5c-94dc-9c691b4a2e78/dae090b9cc2561a6236ca9d42a6d56da0610df55b12b3692bd24c833c1a676ed.png,15.3,5.2,3.93,,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2016,https://cellar.db.wine/attachments/e5c2f079-1501-4c6f-bb3d-a5ec0b887d2c/93aee31e108872cc636c96c21c0fa569ba96e812f546747a917619c608e2e494.png,15.2,5.4,3.94,,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2015,https://cellar.db.wine/attachments/877f93b2-e1be-4d83-a395-cfeac5c13b0b/c7f5ae794cfbf9a00eb2d2094690d24f801b0ac4df310ce2a177a07fc0b2f903.png,15.2,5.4,3.95,,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2014,https://cellar.db.wine/attachments/002f8dc6-6b4d-47f6-b8b6-5c433d169b1f/149aac2dcb65ffada9acf825531857a6d3f0d422a0aa769097fbe1f13cd19263.png,15.7,5.3,3.84,,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2013,https://cellar.db.wine/attachments/6a3b711a-4912-44ae-812e-f1ae51266d22/c01d8e8ec0d2b7042d099295ececf1f082a72fe5e083f7203b285651b8553ec9.png,15.8,5.4,3.85,,USD,
Block B,Paso Robles Willow Creek District,"California, United States","Always 100% Syrah. Always 100% Paderewski. Always 100% Block 13. The fruit for this wine hails from clone 174 vines grown on the east-facing Block 13, known as Block B, within our Paderewski Vineyard.",2012,https://cellar.db.wine/attachments/2c91ef81-a508-48b5-bea8-4b33e28148b8/fb8b068b79fba7dfac57eadeda828e4197221aa522201d4b50b287f74979a4bd.png,15.9,6.7,3.72,,USD,
Sensibility,Paso Robles Willow Creek District,"California, United States","A varietal Grenache (and usually 100%), Sensibility explores the more feminine side of the grape.  Fermented in concrete and aged in a combination of concrete and neutral barrel, this wine’s pure fruit, freshness and site-driven minerality cannot be denied.  Sensitive indeed!",2018,https://cellar.db.wine/attachments/14a78438-d197-4927-ba60-ba71ffec4f39/f33bce2f9543377d84457c206945c1d1721df3da170e865c7b5eaf9ef5bf87e0.png,15.2,,,,USD,75
Sensibility,Paso Robles Willow Creek District,"California, United States","A varietal Grenache (and usually 100%), Sensibility explores the more feminine side of the grape.  Fermented in concrete and aged in a combination of concrete and neutral barrel, this wine’s pure fruit, freshness and site-driven minerality cannot be denied.  Sensitive indeed!",2017,https://cellar.db.wine/attachments/d7a6159a-c558-4fa9-beef-d27ae833ca63/4c12c722147735480d9a295c983f5680614ec17abbfae1c0e3ed9f91d5051329.png,15.3,5.1,3.53,,USD,
Sensibility,Paso Robles Willow Creek District,"California, United States","A varietal Grenache (and usually 100%), Sensibility explores the more feminine side of the grape.  Fermented in concrete and aged in a combination of concrete and neutral barrel, this wine’s pure fruit, freshness and site-driven minerality cannot be denied.  Sensitive indeed!",2016,https://cellar.db.wine/attachments/bf341f99-f369-4571-b49b-df3c21f876ce/52e3332044d012a16ecf1e7f06d5aafa0d86fb52306d700af1933aa740b13e85.png,15.6,5.7,3.58,,USD,
Sensibility,Paso Robles Willow Creek District,"California, United States","A varietal Grenache (and usually 100%), Sensibility explores the more feminine side of the grape.  Fermented in concrete and aged in a combination of concrete and neutral barrel, this wine’s pure fruit, freshness and site-driven minerality cannot be denied.  Sensitive indeed!",2015,https://cellar.db.wine/attachments/4e856089-5c7b-4114-8afc-1f093414e963/d95ec1f39789628903fdc77751d69d013e560df2b68d86248899a09eeb5ecf8f.png,15.5,5.5,3.68,,USD,
Sensibility,Paso Robles Willow Creek District,"California, United States","A varietal Grenache (and usually 100%), Sensibility explores the more feminine side of the grape.  Fermented in concrete and aged in a combination of concrete and neutral barrel, this wine’s pure fruit, freshness and site-driven minerality cannot be denied.  Sensitive indeed!",2014,https://cellar.db.wine/attachments/51f18fc0-5afe-4d0d-bd55-71abb8bce6ac/91b2d5c6a7ce378ea5496e368cab781a7ca07b0ed6ec6ec28f41a0b9ed1102ed.png,15.6,5.6,3.48,,USD,
Sensibility,Paso Robles Willow Creek District,"California, United States","A varietal Grenache (and usually 100%), Sensibility explores the more feminine side of the grape.  Fermented in concrete and aged in a combination of concrete and neutral barrel, this wine’s pure fruit, freshness and site-driven minerality cannot be denied.  Sensitive indeed!",2013,https://cellar.db.wine/attachments/d84f489f-1b2d-4fea-9675-0fb0f4bf3c12/db7791be2e4c20254c0cd866ae6debf4a213057fbf0d8ec314f8b6c37632710b.png,15.7,5.1,3.53,,USD,
White,Paso Robles Willow Creek District,"California, United States",A vibrant blend of Grenache Blanc and Viognier are enhanced with a hint of Roussanne that dances across the palate.,2021,https://cellar.db.wine/attachments/cb216eb8-6b2d-4eb5-b692-9549296e397c/be12e3305d771b1bb5b8b27b6a558ab15a3b12862d8500b879d69f448b95d586.png,14.1,6.3,3.48,,USD,45
White,Paso Robles,"California, United States",A vibrant blend of Grenache Blanc and Viognier are enhanced with a hint of Roussanne that dances across the palate.,2019,https://cellar.db.wine/attachments/afefff07-640f-41a4-aeac-9a589a9ad769/d81c6e90cc820efdbc01c9cfa888feeabc61d6f3c8adcb09edc39c6f1d6a50e6.png,14.2,6,3.27,,USD,
White,Paso Robles,"California, United States",A vibrant blend of Grenache Blanc and Viognier are enhanced with a hint of Roussanne that dances across the palate.,2018,https://cellar.db.wine/attachments/0e5057fc-bb3a-477b-983f-6e9196ad4929/10359f45d8f492f6c4b300d0e034d2e977c18a7a5d7649e6c4156a47e89d51e6.png,14.3,6.4,3.39,,USD,
White,Paso Robles,"California, United States",A vibrant blend of Grenache Blanc and Viognier are enhanced with a hint of Roussanne that dances across the palate.,2017,https://cellar.db.wine/attachments/62cbebcd-3773-41c8-adef-0120af136531/3b03d4d59f06d54c4d7f207715659e85a8ead014058ae5105f2544fa6fb2137c.png,14.2,6.5,3.44,,USD,
White,Paso Robles,"California, United States",A vibrant blend of Grenache Blanc and Viognier are enhanced with a hint of Roussanne that dances across the palate.,2016,https://cellar.db.wine/attachments/86dfe952-db07-4e37-ab5f-3dab34433119/f9641f6804789e0657fb6920f26bee6ed0b94974330a6dfc9754586a4cdaeefb.png,14.3,7,3.32,,USD,
White,Paso Robles,"California, United States",A vibrant blend of Grenache Blanc and Viognier are enhanced with a hint of Roussanne that dances across the palate.,2015,https://cellar.db.wine/attachments/afde17fd-9fd3-49dd-9aff-2163699d5a6a/41b4aec7ef96a66c3ce60fe9d24b211ca2c9138fa3811836df6aae5e1b2e8542.png,14.3,7.4,3.26,,USD,
White,Paso Robles,"California, United States",A vibrant blend of Grenache Blanc and Viognier are enhanced with a hint of Roussanne that dances across the palate.,2014,https://cellar.db.wine/attachments/9a93ad6e-9033-4734-a26c-fc47390dbad8/7a1caa790bc0ce4ae36c3266a515b0a9a9344dd63c88777747d21b137cec8bd8.png,14.3,6.3,3.28,,USD,
Rosé,Paso Robles Willow Creek District,"California, United States","There is so much thought and consideration that goes into our lightest and most delicate wine! Made only of red grapes grown with the intent of being made into Rosé, and taking inspiration from the Rosés of southern France, the majority of this wine is Mourvèdre, with a good percentage of Grenache and some Syrah.",2021,https://cellar.db.wine/attachments/a64d4e6c-3bc4-40d1-aa8e-1c9518129d9c/897cdc2daf6123fb9c8e69a03a562cae973e6ebc963b785721747e557b5bfa63.png,13.8,6,3.43,,USD,40
Rosé,Paso Robles,"California, United States","There is so much thought and consideration that goes into our lightest and most delicate wine! Made only of red grapes grown with the intent of being made into Rosé, and taking inspiration from the Rosés of southern France, the majority of this wine is Mourvèdre, with a good percentage of Grenache and some Syrah.",2019,https://cellar.db.wine/attachments/97c4aa37-19b0-4398-90e4-2ab71117becb/495bef933579256e62d9b7e11e1cc785bef96d24e2d5713384a70facb8f74b9a.png,13.9,5.9,3.22,,USD,
Rosé,Paso Robles,"California, United States","There is so much thought and consideration that goes into our lightest and most delicate wine! Made only of red grapes grown with the intent of being made into Rosé, and taking inspiration from the Rosés of southern France, the majority of this wine is Mourvèdre, with a good percentage of Grenache and some Syrah.",2018,https://cellar.db.wine/attachments/e8e18e85-833b-41c2-bde8-ecbb35304027/aa4ca9b1b66f474291d5058e9c96e15dd95d2eb0df2de01cf58c7f58fe3c1b59.png,14.2,6.6,3.26,,USD,
Rosé,Paso Robles Willow Creek District,"California, United States","There is so much thought and consideration that goes into our lightest and most delicate wine! Made only of red grapes grown with the intent of being made into Rosé, and taking inspiration from the Rosés of southern France, the majority of this wine is Mourvèdre, with a good percentage of Grenache and some Syrah.",2017,https://cellar.db.wine/attachments/701c311c-0f3d-4964-badc-a9b0aed03529/634c2b7f7538d9e1c67183baa91244f39dbb8776d4e2ebc7f1b53f7e33aa7c6c.png,14.3,6.5,3.44,,USD,
Rosé,Paso Robles,"California, United States","There is so much thought and consideration that goes into our lightest and most delicate wine! Made only of red grapes grown with the intent of being made into Rosé, and taking inspiration from the Rosés of southern France, the majority of this wine is Mourvèdre, with a good percentage of Grenache and some Syrah.",2016,https://cellar.db.wine/attachments/a475dbf2-a433-4aad-a111-cde6f30b2125/d5c674002246386c710ed761ca66a7ec89a48affe6c225514ca768cb6e8ebffe.png,14.1,7.2,3.23,,USD,
Rosé,Paso Robles Willow Creek District,"California, United States","There is so much thought and consideration that goes into our lightest and most delicate wine! Made only of red grapes grown with the intent of being made into Rosé, and taking inspiration from the Rosés of southern France, the majority of this wine is Mourvèdre, with a good percentage of Grenache and some Syrah.",2015,https://cellar.db.wine/attachments/f73fe9e4-b235-474f-9e33-f43fba70b5eb/5f542df9d84bc31a44c6c6e782ca8be2b68f0e7d9c3a6a3b2023cc5a14209e04.png,14.2,7.1,3.14,,USD,
Rosé,Paso Robles Willow Creek District,"California, United States","There is so much thought and consideration that goes into our lightest and most delicate wine! Made only of red grapes grown with the intent of being made into Rosé, and taking inspiration from the Rosés of southern France, the majority of this wine is Mourvèdre, with a good percentage of Grenache and some Syrah.",2014,https://cellar.db.wine/attachments/46cfead9-b8c7-415f-be2f-d013e1fa4f76/9d3c93a030abc062b540935eea47c85af90688fd4dbb83880b753879a4227a09.png,14.3,6.9,3.25,,USD,
Possibility White,Paso Robles Willow Creek District,"California, United States",Dessert Wine,2019,https://cellar.db.wine/attachments/91a97dc1-85ee-4cc3-8121-32940b07f486/08c1789746456666963fd54ed7bb33291fe20b61ab89903eaf4a5631713c1e32.png,15.8,,,,USD,45
Possibility,Paso Robles Willow Creek District,"California, United States","If the fruit ripens just right, and the sweet pieces fall into place, there is a Possibility our vineyards will give us a treat. Like the dessert wine it is, sometimes it’s the perfect ending to a meal… or harvest.",2017,https://cellar.db.wine/attachments/8846241c-743b-49e6-9c89-e809e6ee4a28/ebd95cba84ddd81512d23fef761d843de3ed87ad67c6f5463ccd210e78da31a6.png,20.29,6,3.77,125.8,USD,60
Possibility,Paso Robles Willow Creek District,"California, United States","If the fruit ripens just right, and the sweet pieces fall into place, there is a Possibility our vineyards will give us a treat. Like the dessert wine it is, sometimes it’s the perfect ending to a meal… or harvest.",2016,https://cellar.db.wine/attachments/27acb09e-82ba-4e32-ba5c-155e3d63f4e5/a3daa23d2e046bcc0107c5793fcbda79e3355ff615ff955c9058dd37b42f1a1e.png,19.2,6,4,,USD,
Possibility,Paso Robles Willow Creek District,"California, United States","If the fruit ripens just right, and the sweet pieces fall into place, there is a Possibility our vineyards will give us a treat. Like the dessert wine it is, sometimes it’s the perfect ending to a meal… or harvest.",2014,https://cellar.db.wine/attachments/e2549f67-2b80-466d-894c-0fd6a9be03d6/62c337065f9d5f8b98127e5c084ba01d55b622c7ae396883cfcb138d0935438b.jpeg,17,7.2,3.76,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2019,https://cellar.db.wine/attachments/0faabfa1-3e1e-44e0-9afe-bee72440229a/5b38d900e16658f668b81994e812dc207df081fb992a8765758fc00eb89d1621.png,15,5.2,4,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2018,https://cellar.db.wine/attachments/2fd3e7de-0988-448e-b618-4a3137fcc1d5/b1e01713321fb83d7b2b61e2236641e8de80b2edcd54349e3e6a167432da2bd3.png,15.2,5.7,3.81,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2017,https://cellar.db.wine/attachments/de647bf6-b9ab-478a-abb0-6e6a5aa06747/5e59f718d54b92b570722bdaad1fa8d129b33c237b73e06eae78acbd6b5a78bc.png,15.8,5.5,3.74,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2016,https://cellar.db.wine/attachments/bf69a11b-21d6-4a3a-8436-960b6175bc43/268a6c1240be2abd71cb5595a5f234e2eff85e79b8c9440ee0f5f53a7a3ec035.png,15.2,5.8,3.87,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2015,https://cellar.db.wine/attachments/83de73d9-7d1c-457f-8cde-a6aed4b16fb5/45648933ce7b0e3cfc5f5fefc02ac4796a1f4398c77221864aff5fac3805011a.jpg,15.1,5.5,3.98,,USD,85
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2014,https://cellar.db.wine/attachments/6cea397c-cf95-47b3-a04d-70be40abd8ed/4aa1b98a7876fb9501a41551ba5bceacc930772734b6afa835cd35081ddca35f.jpg,15.9,5.6,3.72,,USD,85
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2013,https://cellar.db.wine/attachments/cf0eb73a-c3e3-4628-bc82-13648e558e3b/a48e72d7f6979880f9f57ebcbc4d38f280d21abab70fd5a96ec720edb2927e63.jpg,15.9,5.6,3.81,,USD,85
